Element, float4.x, float4.y, float4.z, float4.w
3821,  0.00,  0.00,  0.00,  0.00
3822,  0.00,  0.00,  0.00,  0.00
3823,  0.00,  0.00,  0.00,  0.00
3824,  0.00,  0.00,  0.00,  0.00
3825,  0.00,  1.00,  1.00,  1.00
3826,  20.00,  20.00,  20.00,  20.00
3827,  0.0293,  0.05859,  0.65723,  0.68945
3828,  0.0293,  0.05859,  0.78223,  0.43945
3829,  0.13601,  0.04467,  0.16708,  5.75
3830,  0.14228,  0.24923,  0.35801,  0.00
3831,  0.98422,  0.95533,  0.91171, -5.75
3832, -0.48657,  0.12309, -0.24469,  0.28209
3833,  0.00,  0.00,  0.00,  0.00
3834,  0.00,  0.00,  0.00,  0.00
3835,  0.00,  0.00,  0.00,  0.00
3836,  0.00,  0.00,  0.00,  0.00
3837,  0.00,  0.00,  0.00,  0.00
3838,  0.00,  0.00,  0.00,  0.00
3839,  0.00,  0.00,  0.00,  0.00
3840,  0.00,  1.00,  1.00,  1.00
3841,  20.00,  20.00,  20.00,  20.00
3842,  0.0293,  0.05859,  0.65723,  0.75195
3843,  0.0293,  0.05859,  0.81348,  0.12695
3844,  0.12404,  0.03914,  0.14174,  5.75
3845,  0.16034,  0.25431,  0.1991,  0.00
3846,  1.00,  0.96086,  0.87164, -5.75
3847, -0.50697,  0.13155, -0.07752,  0.28209
3848,  0.00,  0.00,  0.00,  0.00
3849,  0.00,  0.00,  0.00,  0.00
3850,  0.00,  0.00,  0.00,  0.00
3851,  0.00,  0.00,  0.00,  0.00
3852,  0.00,  0.00,  0.00,  0.00
3853,  0.00,  0.00,  0.00,  0.00
3854,  0.00,  0.00,  0.00,  0.00
3855,  0.00,  1.00,  1.00,  1.00
3856,  20.00,  20.00,  20.00,  20.00
3857,  0.0293,  0.05859,  0.65723,  0.81445
3858,  0.0293,  0.05859,  0.84473,  0.12695
3859,  0.66273,  0.17344,  0.88169,  5.75
3860,  1.04932,  0.76465,  0.48383,  0.00
3861,  0.83097,  0.85503,  0.43074, -5.75
3862, -0.52164, -0.4074, -0.23431,  0.28209
3863,  0.00,  0.00,  0.00,  0.00
3864,  0.00,  0.00,  0.00,  0.00
3865,  0.00,  0.00,  0.00,  0.00
3866,  0.00,  0.00,  0.00,  0.00
3867,  0.00,  0.00,  0.00,  0.00
3868,  0.00,  0.00,  0.00,  0.00
3869,  0.00,  0.00,  0.00,  0.00
3870,  0.00,  1.00,  1.00,  1.00
3871,  20.00,  20.00,  20.00,  20.00
3872,  0.0293,  0.05859,  0.65723,  0.87695
3873,  0.0293,  0.05859,  0.87598,  0.12695
3874,  0.34169,  0.09826,  0.44136,  5.75
3875,  1.01299,  0.54002,  0.51747,  0.00
3876,  0.831,  0.9302,  0.86689, -5.75
3877, -0.50664, -0.14624, -0.36327,  0.28209
3878,  0.00,  0.00,  0.00,  0.00
3879,  0.00,  0.00,  0.00,  0.00
3880,  0.00,  0.00,  0.00,  0.00
3881,  0.00,  0.00,  0.00,  0.00
3882,  0.00,  0.00,  0.00,  0.00
3883,  0.00,  0.00,  0.00,  0.00
3884,  0.00,  0.00,  0.00,  0.00
3885,  0.00,  1.00,  1.00,  1.00
3886,  20.00,  20.00,  20.00,  20.00
3887,  0.0293,  0.05859,  0.65723,  0.93945
3888,  0.0293,  0.05859,  0.90723,  0.12695
3889,  0.34383,  0.08456,  0.52795,  5.75
3890,  1.01052,  0.36301,  0.38538,  0.00
3891,  0.83098,  0.94391,  0.78034, -5.75
3892, -0.49626,  0.03317, -0.26617,  0.28209
3893,  0.00,  0.00,  0.00,  0.00
3894,  0.00,  0.00,  0.00,  0.00
3895,  0.00,  0.00,  0.00,  0.00
3896,  0.00,  0.00,  0.00,  0.00
3897,  0.00,  0.00,  0.00,  0.00
3898,  0.00,  0.00,  0.00,  0.00
3899,  0.00,  0.00,  0.00,  0.00
3900,  0.00,  1.00,  1.00,  1.00
3901,  20.00,  20.00,  20.00,  20.00
3902,  0.0293,  0.05859,  0.68848,  0.37695
3903,  0.0293,  0.05859,  0.93848,  0.12695
3904,  0.30623,  0.07464,  0.43483,  5.75
3905,  0.97275,  0.39806,  0.43969,  0.00
3906,  0.83097,  0.95383,  0.87346, -5.75
3907, -0.4674, -0.04324, -0.32695,  0.28209
3908,  0.00,  0.00,  0.00,  0.00
3909,  0.00,  0.00,  0.00,  0.00
3910,  0.00,  0.00,  0.00,  0.00
3911,  0.00,  0.00,  0.00,  0.00
3912,  0.00,  0.00,  0.00,  0.00
3913,  0.00,  0.00,  0.00,  0.00
3914,  0.00,  0.00,  0.00,  0.00
3915,  0.00,  1.00,  1.00,  1.00
3916,  20.00,  20.00,  20.00,  20.00
3917,  0.0293,  0.05859,  0.71973,  0.37695
3918,  0.0293,  0.05859,  0.96973,  0.12695
3919,  0.35138,  0.08623,  0.49581,  5.75
3920,  0.94705,  0.40482,  0.48646,  0.00
3921,  0.83098,  0.94224,  0.81246, -5.75
3922, -0.48975, -0.03375, -0.35212,  0.28209
3923,  0.00,  0.00,  0.00,  0.00
3924,  0.00,  0.00,  0.00,  0.00
3925,  0.00,  0.00,  0.00,  0.00
3926,  0.00,  0.00,  0.00,  0.00
3927,  0.00,  0.00,  0.00,  0.00
3928,  0.00,  0.00,  0.00,  0.00
3929,  0.00,  0.00,  0.00,  0.00
3930,  0.00,  1.00,  1.00,  1.00
3931,  20.00,  20.00,  20.00,  20.00
3932,  0.0293,  0.05859,  0.75098,  0.37695
3933,  0.0293,  0.05859,  0.81348,  0.18945
3934,  0.2752,  0.05863,  0.44919,  5.75
3935,  0.84651,  0.39617,  0.45204,  0.00
3936,  0.83099,  0.96983,  0.85906, -5.75
3937, -0.47581, -0.02709, -0.40948,  0.28209
3938,  0.00,  0.00,  0.00,  0.00
3939,  0.00,  0.00,  0.00,  0.00
3940,  0.00,  0.00,  0.00,  0.00
3941,  0.00,  0.00,  0.00,  0.00
3942,  0.00,  0.00,  0.00,  0.00
3943,  0.00,  0.00,  0.00,  0.00
3944,  0.00,  0.00,  0.00,  0.00
3945,  0.00,  1.00,  1.00,  1.00
3946,  20.00,  20.00,  20.00,  20.00
3947,  0.0293,  0.05859,  0.78223,  0.37695
3948,  0.0293,  0.05859,  0.81348,  0.25195
3949,  0.2664,  0.06294,  0.42296,  5.75
3950,  1.06791,  0.41721,  0.4074,  0.00
3951,  0.82227,  0.96553,  0.93134, -5.75
3952, -0.54551, -0.01305, -0.21943,  0.28209
3953,  0.00,  0.00,  0.00,  0.00
3954,  0.00,  0.00,  0.00,  0.00
3955,  0.00,  0.00,  0.00,  0.00
3956,  0.00,  0.00,  0.00,  0.00
3957,  0.00,  0.00,  0.00,  0.00
3958,  0.00,  0.00,  0.00,  0.00
3959,  0.00,  0.00,  0.00,  0.00
3960,  0.00,  1.00,  1.00,  1.00
3961,  20.00,  20.00,  20.00,  20.00
3962,  0.0293,  0.05859,  0.81348,  0.37695
3963,  0.0293,  0.05859,  0.81348,  0.31445
3964,  0.4703,  0.12037,  0.65248,  5.75
3965,  1.06249,  0.35204,  0.36274,  0.00
3966,  0.83097,  0.9081,  0.67125, -5.75
3967, -0.54368,  0.03032, -0.22541,  0.28209
3968,  0.00,  0.00,  0.00,  0.00
3969,  0.00,  0.00,  0.00,  0.00
3970,  0.00,  0.00,  0.00,  0.00
3971,  0.00,  0.00,  0.00,  0.00
3972,  0.00,  0.00,  0.00,  0.00
3973,  0.00,  0.00,  0.00,  0.00
3974,  0.00,  0.00,  0.00,  0.00
3975,  0.00,  1.00,  1.00,  1.00
3976,  20.00,  20.00,  20.00,  20.00
3977,  0.0293,  0.05859,  0.84473,  0.37695
3978,  0.0293,  0.05859,  0.81348,  0.37695
3979,  0.63207,  0.16382,  0.84972,  5.75
3980,  1.04682,  0.82928,  0.50434,  0.00
3981,  0.83097,  0.86465,  0.45857, -5.75
3982, -0.52534, -0.44253, -0.28676,  0.28209
3983,  0.00,  0.00,  0.00,  0.00
3984,  0.00,  0.00,  0.00,  0.00
3985,  0.00,  0.00,  0.00,  0.00
3986,  0.00,  0.00,  0.00,  0.00
3987,  0.00,  0.00,  0.00,  0.00
3988,  0.00,  0.00,  0.00,  0.00
3989,  0.00,  0.00,  0.00,  0.00
3990,  0.00,  1.00,  1.00,  1.00
3991,  20.00,  20.00,  20.00,  20.00
3992,  0.0293,  0.05859,  0.87598,  0.37695
3993,  0.0293,  0.05859,  0.81348,  0.43945
3994,  0.65643,  0.17223,  0.89158,  5.75
3995,  1.08742,  0.79599,  0.38559,  0.00
3996,  0.83098,  0.85624,  0.4418, -5.75
3997, -0.5487, -0.39134, -0.14594,  0.28209
3998,  0.00,  0.00,  0.00,  0.00
3999,  0.00,  0.00,  0.00,  0.00
4000,  0.00,  0.00,  0.00,  0.00
4001,  0.00,  0.00,  0.00,  0.00
4002,  0.00,  0.00,  0.00,  0.00
4003,  0.00,  0.00,  0.00,  0.00
4004,  0.00,  0.00,  0.00,  0.00
4005,  0.00,  1.00,  1.00,  1.00
4006,  20.00,  20.00,  20.00,  20.00
4007,  0.0293,  0.05859,  0.90723,  0.37695
4008,  0.0293,  0.05859,  0.84473,  0.18945
4009,  0.66058,  0.1689,  0.91308,  5.75
4010,  1.08612,  0.79982,  0.462,  0.00
4011,  0.81745,  0.85957,  0.44951, -5.75
4012, -0.54771, -0.40597, -0.22764,  0.28209
4013,  0.00,  0.00,  0.00,  0.00
4014,  0.00,  0.00,  0.00,  0.00
4015,  0.00,  0.00,  0.00,  0.00
4016,  0.00,  0.00,  0.00,  0.00
4017,  0.00,  0.00,  0.00,  0.00
4018,  0.00,  0.00,  0.00,  0.00
4019,  0.00,  0.00,  0.00,  0.00
4020,  0.00,  1.00,  1.00,  1.00
4021,  20.00,  20.00,  20.00,  20.00
4022,  0.0293,  0.05859,  0.93848,  0.37695
4023,  0.0293,  0.05859,  0.87598,  0.18945
4024,  0.64655,  0.16939,  0.85476,  5.75
4025,  1.0384,  0.77509,  0.30379,  0.00
4026,  0.83097,  0.85908,  0.45352, -5.75
4027, -0.50594, -0.3962, -0.18225,  0.28209
4028,  0.00,  0.00,  0.00,  0.00
4029,  0.00,  0.00,  0.00,  0.00
4030,  0.00,  0.00,  0.00,  0.00
4031,  0.00,  0.00,  0.00,  0.00
4032,  0.00,  0.00,  0.00,  0.00
4033,  0.00,  0.00,  0.00,  0.00
4034,  0.00,  0.00,  0.00,  0.00
4035,  0.00,  0.00,  1.00,  1.00
4036,  20.00,  20.00,  20.00,  20.00
4037,  0.0293,  0.05859,  0.96973,  0.37695
4038,  0.0293,  0.05859,  0.90723,  0.18945
4039,  0.50444,  0.13429,  0.68106,  5.75
4040,  1.07701,  0.43309,  0.3689,  0.00
4041,  0.83107,  0.89415,  0.65268, -5.75
4042, -0.55907, -0.01826, -0.35976,  0.28209
4043,  0.00,  0.00,  0.00,  0.00
4044,  0.00,  0.00,  0.00,  0.00
4045,  0.00,  0.00,  0.00,  0.00
4046,  0.00,  0.00,  0.00,  0.00
4047,  0.00,  0.00,  0.00,  0.00
4048,  0.00,  0.00,  0.00,  0.00
4049,  0.00,  0.00,  0.00,  0.00
4050,  0.00,  0.00,  1.00,  1.00
4051,  20.00,  20.00,  20.00,  20.00
4052,  0.0293,  0.05859,  0.68848,  0.43945
4053,  0.0293,  0.05859,  0.93848,  0.18945
4054,  0.20878,  0.05163,  0.3637,  5.75
4055,  1.09823,  0.42978,  0.55559,  0.00
4056,  0.81678,  0.97683,  1.00, -5.75
4057, -0.55664,  0.00886, -0.40628,  0.28209
4058,  0.00,  0.00,  0.00,  0.00
4059,  0.00,  0.00,  0.00,  0.00
4060,  0.00,  0.00,  0.00,  0.00
4061,  0.00,  0.00,  0.00,  0.00
4062,  0.00,  0.00,  0.00,  0.00
4063,  0.00,  0.00,  0.00,  0.00
4064,  0.00,  0.00,  0.00,  0.00
4065,  0.00,  0.00,  1.00,  1.00
4066,  20.00,  20.00,  20.00,  20.00
4067,  0.0293,  0.05859,  0.68848,  0.50195
4068,  0.0293,  0.05859,  0.96973,  0.18945
4069,  0.18213,  0.04077,  0.36189,  5.75
4070,  1.10132,  0.46177,  0.44046,  0.00
4071,  0.81787,  0.98769,  1.00, -5.75
4072, -0.55752, -0.03352, -0.24468,  0.28209
4073,  0.00,  0.00,  0.00,  0.00
4074,  0.00,  0.00,  0.00,  0.00
4075,  0.00,  0.00,  0.00,  0.00
4076,  0.00,  0.00,  0.00,  0.00
4077,  0.00,  0.00,  0.00,  0.00
4078,  0.00,  0.00,  0.00,  0.00
4079,  0.00,  0.00,  0.00,  0.00
4080,  0.00,  0.00,  1.00,  1.00
4081,  20.00,  20.00,  20.00,  20.00
4082,  0.0293,  0.05859,  0.68848,  0.56445
4083,  0.0293,  0.05859,  0.84473,  0.25195
4084,  0.2824,  0.103,  0.36343,  5.75
4085,  1.1078,  0.47235,  0.47608,  0.00
4086,  0.81691,  0.92546,  1.00, -5.75
4087, -0.56222, -0.04065, -0.22816,  0.28209
4088,  0.00,  0.00,  0.00,  0.00
4089,  0.00,  0.00,  0.00,  0.00
4090,  0.00,  0.00,  0.00,  0.00
4091,  0.00,  0.00,  0.00,  0.00
4092,  0.00,  0.00,  0.00,  0.00
4093,  0.00,  0.00,  0.00,  0.00
4094,  0.00,  0.00,  0.00,  0.00
4095,  0.00,  0.00,  1.00,  1.00
4096,  20.00,  20.00,  20.00,  20.00
4097,  0.0293,  0.05859,  0.68848,  0.62695
4098,  0.0293,  0.05859,  0.84473,  0.31445
4099,  0.3185,  0.07764,  0.47002,  5.75
4100,  1.10729,  0.47866,  0.48888,  0.00
4101,  0.81782,  0.95083,  0.89196, -5.75
4102, -0.56124, -0.03809, -0.22183,  0.28209
4103,  0.00,  0.00,  0.00,  0.00
4104,  0.00,  0.00,  0.00,  0.00
4105,  0.00,  0.00,  0.00,  0.00
4106,  0.00,  0.00,  0.00,  0.00
4107,  0.00,  0.00,  0.00,  0.00
4108,  0.00,  0.00,  0.00,  0.00
4109,  0.00,  0.00,  0.00,  0.00
4110,  0.00,  0.00,  1.00,  1.00
4111,  20.00,  20.00,  20.00,  20.00
4112,  0.0293,  0.05859,  0.68848,  0.68945
4113,  0.0293,  0.05859,  0.84473,  0.37695
4114,  0.26082,  0.0604,  0.43061,  5.75
4115,  1.08049,  0.37181,  0.39321,  0.00
4116,  0.82017,  0.96807,  0.92825, -5.75
4117, -0.55794, -0.04183, -0.18906,  0.28209
4118,  0.00,  0.00,  0.00,  0.00
4119,  0.00,  0.00,  0.00,  0.00
4120,  0.00,  0.00,  0.00,  0.00
4121,  0.00,  0.00,  0.00,  0.00
4122,  0.00,  0.00,  0.00,  0.00
4123,  0.00,  0.00,  0.00,  0.00
4124,  0.00,  0.00,  0.00,  0.00
4125,  0.00,  0.00,  1.00,  1.00
4126,  20.00,  20.00,  20.00,  20.00
4127,  0.0293,  0.05859,  0.68848,  0.75195
4128,  0.0293,  0.05859,  0.84473,  0.43945
4129,  0.19132,  0.03985,  0.36211,  5.75
4130,  1.07742,  0.4674,  0.50079,  0.00
4131,  0.81763,  0.9886,  1.00, -5.75
4132, -0.55943, -0.17937, -0.23139,  0.28209
4133,  0.00,  0.00,  0.00,  0.00
4134,  0.00,  0.00,  0.00,  0.00
4135,  0.00,  0.00,  0.00,  0.00
4136,  0.00,  0.00,  0.00,  0.00
4137,  0.00,  0.00,  0.00,  0.00
4138,  0.00,  0.00,  0.00,  0.00
4139,  0.00,  0.00,  0.00,  0.00
4140,  0.00,  0.00,  1.00,  1.00
4141,  20.00,  20.00,  20.00,  20.00
4142,  0.0293,  0.05859,  0.68848,  0.81445
4143,  0.0293,  0.05859,  0.87598,  0.25195
4144,  0.19479,  0.0454,  0.36358,  5.75
4145,  1.07955,  0.46103,  0.55134,  0.00
4146,  0.81684,  0.98306,  1.00, -5.75
4147, -0.56064, -0.16123, -0.32694,  0.28209
4148,  0.00,  0.00,  0.00,  0.00
4149,  0.00,  0.00,  0.00,  0.00
4150,  0.00,  0.00,  0.00,  0.00
4151,  0.00,  0.00,  0.00,  0.00
4152,  0.00,  0.00,  0.00,  0.00
4153,  0.00,  0.00,  0.00,  0.00
4154,  0.00,  0.00,  0.00,  0.00
4155,  0.00,  0.00,  1.00,  1.00
4156,  20.00,  20.00,  20.00,  20.00
4157,  0.0293,  0.05859,  0.68848,  0.87695
4158,  0.0293,  0.05859,  0.90723,  0.25195
4159,  0.17002,  0.05046,  0.33148,  5.75
4160,  1.10614,  0.45618,  0.35482,  0.00
4161,  0.83097,  0.97801,  1.00, -5.75
4162, -0.55851, -0.05814, -0.20526,  0.28209
4163,  0.00,  0.00,  0.00,  0.00
4164,  0.00,  0.00,  0.00,  0.00
4165,  0.00,  0.00,  0.00,  0.00
4166,  0.00,  0.00,  0.00,  0.00
4167,  0.00,  0.00,  0.00,  0.00
4168,  0.00,  0.00,  0.00,  0.00
4169,  0.00,  0.00,  0.00,  0.00
4170,  0.00,  0.00,  1.00,  1.00
4171,  20.00,  20.00,  20.00,  20.00
4172,  0.0293,  0.05859,  0.68848,  0.93945
4173,  0.0293,  0.05859,  0.93848,  0.25195
4174,  0.24411,  0.05386,  0.39398,  5.75
4175,  1.07912,  0.29078,  0.32483,  0.00
4176,  0.81709,  0.97461,  0.96927, -5.75
4177, -0.55818,  0.0148, -0.21002,  0.28209
4178,  0.00,  0.00,  0.00,  0.00
4179,  0.00,  0.00,  0.00,  0.00
4180,  0.00,  0.00,  0.00,  0.00
4181,  0.00,  0.00,  0.00,  0.00
4182,  0.00,  0.00,  0.00,  0.00
4183,  0.00,  0.00,  0.00,  0.00
4184,  0.00,  0.00,  0.00,  0.00
4185,  0.00,  0.00,  1.00,  1.00
4186,  20.00,  20.00,  20.00,  20.00
4187,  0.0293,  0.05859,  0.71973,  0.43945
4188,  0.0293,  0.05859,  0.96973,  0.25195
4189,  0.27455,  0.06978,  0.39155,  5.75
4190,  1.06889,  0.31455,  0.3224,  0.00
4191,  0.81721,  0.95867,  0.97143, -5.75
4192, -0.55624,  0.02167, -0.22523,  0.28209
4193,  0.00,  0.00,  0.00,  0.00
4194,  0.00,  0.00,  0.00,  0.00
4195,  0.00,  0.00,  0.00,  0.00
4196,  0.00,  0.00,  0.00,  0.00
4197,  0.00,  0.00,  0.00,  0.00
4198,  0.00,  0.00,  0.00,  0.00
4199,  0.00,  0.00,  0.00,  0.00
4200,  0.00,  0.00,  1.00,  1.00
4201,  20.00,  20.00,  20.00,  20.00
4202,  0.0293,  0.05859,  0.75098,  0.43945
4203,  0.0293,  0.05859,  0.87598,  0.31445
4204,  0.23421,  0.05307,  0.37974,  5.75
4205,  1.05647,  0.3446,  0.29542,  0.00
4206,  0.81926,  0.97539,  0.9795, -5.75
4207, -0.56086, -0.01159, -0.26523,  0.28209
4208,  0.00,  0.00,  0.00,  0.00
4209,  0.00,  0.00,  0.00,  0.00
4210,  0.00,  0.00,  0.00,  0.00
4211,  0.00,  0.00,  0.00,  0.00
4212,  0.00,  0.00,  0.00,  0.00
4213,  0.00,  0.00,  0.00,  0.00
4214,  0.00,  0.00,  0.00,  0.00
4215,  0.00,  0.00,  1.00,  1.00
4216,  20.00,  20.00,  20.00,  20.00
4217,  0.0293,  0.05859,  0.78223,  0.43945
4218,  0.0293,  0.05859,  0.87598,  0.37695
4219,  0.18322,  0.03527,  0.3637,  5.75
4220,  1.08528,  0.34813,  0.35748,  0.00
4221,  0.81678,  0.99319,  1.00, -5.75
4222, -0.55845,  0.04077, -0.2542,  0.28209
4223,  0.00,  0.00,  0.00,  0.00
4224,  0.00,  0.00,  0.00,  0.00
4225,  0.00,  0.00,  0.00,  0.00
4226,  0.00,  0.00,  0.00,  0.00
4227,  0.00,  0.00,  0.00,  0.00
4228,  0.00,  0.00,  0.00,  0.00
4229,  0.00,  0.00,  0.00,  0.00
4230,  0.00,  0.00,  1.00,  1.00
4231,  20.00,  20.00,  20.00,  20.00
4232,  0.0293,  0.05859,  0.81348,  0.43945
4233,  0.0293,  0.05859,  0.87598,  0.43945
4234,  0.18319,  0.03622,  0.36364,  5.75
4235,  1.06098,  0.37803,  0.3329,  0.00
4236,  0.81681,  0.99224,  1.00, -5.75
4237, -0.55857,  0.03651, -0.27666,  0.28209
4238,  0.00,  0.00,  0.00,  0.00
4239,  0.00,  0.00,  0.00,  0.00
4240,  0.00,  0.00,  0.00,  0.00
4241,  0.00,  0.00,  0.00,  0.00
4242,  0.00,  0.00,  0.00,  0.00
4243,  0.00,  0.00,  0.00,  0.00
4244,  0.00,  0.00,  0.00,  0.00
4245,  0.00,  0.00,  1.00,  1.00
4246,  20.00,  20.00,  20.00,  20.00
4247,  0.0293,  0.05859,  0.84473,  0.43945
4248,  0.0293,  0.05859,  0.90723,  0.31445
4249,  0.18853,  0.05834,  0.33882,  5.75
4250,  1.06116,  0.43144,  0.41366,  0.00
4251,  0.8299,  0.97013,  1.00, -5.75
4252, -0.54625, -0.02899, -0.25638,  0.28209
4253,  0.00,  0.00,  0.00,  0.00
4254,  0.00,  0.00,  0.00,  0.00
4255,  0.00,  0.00,  0.00,  0.00
4256,  0.00,  0.00,  0.00,  0.00
4257,  0.00,  0.00,  0.00,  0.00
4258,  0.00,  0.00,  0.00,  0.00
4259,  0.00,  0.00,  0.00,  0.00
4260,  0.00,  0.00,  1.00,  1.00
4261,  20.00,  20.00,  20.00,  20.00
4262,  0.0293,  0.05859,  0.87598,  0.43945
4263,  0.0293,  0.05859,  0.93848,  0.31445
4264,  0.22958,  0.05283,  0.3637,  5.75
4265,  1.10576,  0.38237,  0.3697,  0.00
4266,  0.81678,  0.97563,  1.00, -5.75
4267, -0.5569, -0.02539, -0.19364,  0.28209
4268,  0.00,  0.00,  0.00,  0.00
4269,  0.00,  0.00,  0.00,  0.00
4270,  0.00,  0.00,  0.00,  0.00
4271,  0.00,  0.00,  0.00,  0.00
4272,  0.00,  0.00,  0.00,  0.00
4273,  0.00,  0.00,  0.00,  0.00
4274,  0.00,  0.00,  0.00,  0.00
4275,  0.00,  0.00,  1.00,  1.00
4276,  20.00,  20.00,  20.00,  20.00
4277,  0.0293,  0.05859,  0.90723,  0.43945
4278,  0.0293,  0.05859,  0.96973,  0.31445
4279,  0.22818,  0.05242,  0.36332,  5.75
4280,  1.08881,  0.37414,  0.39743,  0.00
4281,  0.817,  0.97605,  1.00, -5.75
4282, -0.56157, -0.00935, -0.22548,  0.28209
4283,  0.00,  0.00,  0.00,  0.00
4284,  0.00,  0.00,  0.00,  0.00
4285,  0.00,  0.00,  0.00,  0.00
4286,  0.00,  0.00,  0.00,  0.00
4287,  0.00,  0.00,  0.00,  0.00
4288,  0.00,  0.00,  0.00,  0.00
4289,  0.00,  0.00,  0.00,  0.00
4290,  0.00,  0.00,  1.00,  1.00
4291,  20.00,  20.00,  20.00,  20.00
4292,  0.0293,  0.05859,  0.93848,  0.43945
4293,  0.0293,  0.05859,  0.90723,  0.37695
4294,  0.22173,  0.04945,  0.36268,  5.75
4295,  1.06935,  0.36363,  0.35238,  0.00
4296,  0.81739,  0.97899,  1.00, -5.75
4297, -0.5599, -0.00385, -0.22621,  0.28209
4298,  0.00,  0.00,  0.00,  0.00
4299,  0.00,  0.00,  0.00,  0.00
4300,  0.00,  0.00,  0.00,  0.00
4301,  0.00,  0.00,  0.00,  0.00
4302,  0.00,  0.00,  0.00,  0.00
4303,  0.00,  0.00,  0.00,  0.00
4304,  0.00,  0.00,  0.00,  0.00
4305,  0.00,  0.00,  1.00,  1.00
4306,  20.00,  20.00,  20.00,  20.00
4307,  0.0293,  0.05859,  0.96973,  0.43945
4308,  0.0293,  0.05859,  0.90723,  0.43945
4309,  0.23838,  0.06272,  0.3565,  5.75
4310,  1.08914,  0.42954,  0.29114,  0.00
4311,  0.82114,  0.96575,  1.00, -5.75
4312, -0.55448, -0.01316, -0.02462,  0.28209
4313,  0.00,  0.00,  0.00,  0.00
4314,  0.00,  0.00,  0.00,  0.00
4315,  0.00,  0.00,  0.00,  0.00
4316,  0.00,  0.00,  0.00,  0.00
4317,  0.00,  0.00,  0.00,  0.00
4318,  0.00,  0.00,  0.00,  0.00
4319,  0.00,  0.00,  0.00,  0.00
4320,  0.00,  0.00,  1.00,  1.00
4321,  20.00,  20.00,  20.00,  20.00
4322,  0.0293,  0.05859,  0.71973,  0.50195
4323,  0.0293,  0.05859,  0.93848,  0.37695
4324,  0.20097,  0.03948,  0.35498,  5.75
4325,  1.09473,  0.34502,  0.42501,  0.00
4326,  0.82153,  0.98899,  0.99771, -5.75
4327, -0.55542,  0.08144, -0.174,  0.28209
4328,  0.00,  0.00,  0.00,  0.00
4329,  0.00,  0.00,  0.00,  0.00
4330,  0.00,  0.00,  0.00,  0.00
4331,  0.00,  0.00,  0.00,  0.00
4332,  0.00,  0.00,  0.00,  0.00
4333,  0.00,  0.00,  0.00,  0.00
4334,  0.00,  0.00,  0.00,  0.00
4335,  0.00,  0.00,  1.00,  1.00
4336,  20.00,  20.00,  20.00,  20.00
4337,  0.0293,  0.05859,  0.71973,  0.56445
4338,  0.0293,  0.05859,  0.96973,  0.37695
4339,  0.21425,  0.05208,  0.3637,  5.75
4340,  1.06968,  0.48027,  0.40884,  0.00
4341,  0.81678,  0.97638,  1.00, -5.75
4342, -0.55834, -0.03138, -0.17261,  0.28209
4343,  0.00,  0.00,  0.00,  0.00
4344,  0.00,  0.00,  0.00,  0.00
4345,  0.00,  0.00,  0.00,  0.00
4346,  0.00,  0.00,  0.00,  0.00
4347,  0.00,  0.00,  0.00,  0.00
4348,  0.00,  0.00,  0.00,  0.00
4349,  0.00,  0.00,  0.00,  0.00
4350,  0.00,  0.00,  1.00,  1.00
4351,  20.00,  20.00,  20.00,  20.00
4352,  0.0293,  0.05859,  0.71973,  0.62695
4353,  0.0293,  0.05859,  0.93848,  0.43945
4354,  0.19507,  0.04266,  0.3637,  5.75
4355,  1.10663,  0.5169,  0.45225,  0.00
4356,  0.81678,  0.98581,  1.00, -5.75
4357, -0.55799, -0.07072, -0.22621,  0.28209
4358,  0.00,  0.00,  0.00,  0.00
4359,  0.00,  0.00,  0.00,  0.00
4360,  0.00,  0.00,  0.00,  0.00
4361,  0.00,  0.00,  0.00,  0.00
4362,  0.00,  0.00,  0.00,  0.00
4363,  0.00,  0.00,  0.00,  0.00
4364,  0.00,  0.00,  0.00,  0.00
4365,  0.00,  0.00,  1.00,  1.00
4366,  20.00,  20.00,  20.00,  20.00
4367,  0.0293,  0.05859,  0.71973,  0.68945
4368,  0.0293,  0.05859,  0.96973,  0.43945
4369,  0.197,  0.04729,  0.3637,  5.75
4370,  1.08907,  0.55393,  0.48713,  0.00
4371,  0.81678,  0.98118,  1.00, -5.75
4372, -0.55776, -0.12497, -0.30839,  0.28209
4373,  0.00,  0.00,  0.00,  0.00
4374,  0.00,  0.00,  0.00,  0.00
4375,  0.00,  0.00,  0.00,  0.00
4376,  0.00,  0.00,  0.00,  0.00
4377,  0.00,  0.00,  0.00,  0.00
4378,  0.00,  0.00,  0.00,  0.00
4379,  0.00,  0.00,  0.00,  0.00
4380,  0.00,  0.00,  1.00,  1.00
4381,  20.00,  20.00,  20.00,  20.00
4382,  0.0293,  0.05859,  0.71973,  0.75195
4383,  0.0293,  0.05859,  0.00098,  0.50195
4384,  0.29503,  0.0735,  0.42707,  5.75
4385,  1.05093,  0.36933,  0.45263,  0.00
4386,  0.81678,  0.95497,  0.93663, -5.75
4387, -0.55375, -0.04261, -0.24695,  0.28209
4388,  0.00,  0.00,  0.00,  0.00
4389,  0.00,  0.00,  0.00,  0.00
4390,  0.00,  0.00,  0.00,  0.00
4391,  0.00,  0.00,  0.00,  0.00
4392,  0.00,  0.00,  0.00,  0.00
4393,  0.00,  0.00,  0.00,  0.00
4394,  0.00,  0.00,  0.00,  0.00
